N�_INVENTARIO;TITULO;NOMBRE_AUTOR;FECHA_CREACION;FONDO;ANCHO;ALTO;TECNICA;TIPO;MATERIAL_BASE;MATERIAL_SECUNDARIO;TEMATICA;ESTADO_PATRIMONIAL;USUARIO;ALTA;VALOR_ADQUISICION
1454436;VARIOS;"MEDINA VERA, INOCENCIO";;0;33;23;L�PIZ GRAFITO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454437;VARIOS;"MEDINA VERA, INOCENCIO";;0;23;39;L�PIZ GRAFITO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454438;VARIOS;"MEDINA VERA, INOCENCIO";;0;23;29;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454439;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;29;TINTA Y ACUARELA;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454440;VARIOS;"MEDINA VERA, INOCENCIO";;0;25;30;LAPIZ GRAFITO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454441;VARIOS;"MEDINA VERA, INOCENCIO";;0;47;32;LAPIZ GRAFITO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454442;VARIOS;"MEDINA VERA, INOCENCIO";;0;37;26;L�PIZ GRAFITO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454443;VARIOS;"MEDINA VERA, INOCENCIO";;0;36;35;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454444;VARIOS;"MEDINA VERA, INOCENCIO";;0;29;39;VARIAS;PINTURA;CARBONCILLO;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454445;VARIOS;"MEDINA VERA, INOCENCIO";;0;29;37;TINTA CARBONCILLO;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454446;VARIOS;"MEDINA VERA, INOCENCIO";;0;26;37;L�PIZ GRAFITO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454447;VARIOS;"MEDINA VERA, INOCENCIO";;0;37;26;"L�PIZ, GRAFITO";PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454448;VARIOS;"MEDINA VERA, INOCENCIO";;0;40;33;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454449;VARIOS;"MEDINA VERA, INOCENCIO";;0;44;55;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454450;VARIOS;"MEDINA VERA, INOCENCIO";;0;40;50;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454451;VARIOS;"MEDINA VERA, INOCENCIO";;0;42;27;VARIAS;PINTURA;PAPEL;ACUARELA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454452;VARIOS;"MEDINA VERA, INOCENCIO";;0;39;27;L�PIZ GRAFITO;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454453;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;40;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454454;VARIOS;"MEDINA VERA, INOCENCIO";;0;31;54;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454455;VARIOS;"MEDINA VERA, INOCENCIO";;0;28;30;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454456;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;37;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454457;VARIOS;"MEDINA VERA, INOCENCIO";;0;24;41;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454458;VARIOS;"MEDINA VERA, INOCENCIO";;0;26;38;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454459;VARIOS;"MEDINA VERA, INOCENCIO";;0;24;37;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454460;VARIOS;"MEDINA VERA, INOCENCIO";;0;25;40;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454461;VARIOS;"MEDINA VERA, INOCENCIO";;0;43;28;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454462;VARIOS;"MEDINA VERA, INOCENCIO";;0;35;22;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454463;VARIOS;"MEDINA VERA, INOCENCIO";;0;24;34;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454464;VARIOS;"MEDINA VERA, INOCENCIO";;0;28;28;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454465;VARIOS;"MEDINA VERA, INOCENCIO";;0;29;23;VARIAS;PINTURA;PAPEL;LAPIZ;;Alta patrimonial;;COMPRAVENTA;1695.39
1454466;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;37;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454467;VARIOS;"MEDINA VERA, INOCENCIO";;0;223;33;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454468;VARIOS;"MEDINA VERA, INOCENCIO";;0;32;21;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454469;VARIOS;"MEDINA VERA, INOCENCIO";;0;26;21;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454470;VARIOS;"MEDINA VERA, INOCENCIO";;0;23;20;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454471;VARIOS;"MEDINA VERA, INOCENCIO";;0;35;25;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454472;VARIOS;"MEDINA VERA, INOCENCIO";;0;22;32;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454473;VARIOS;"MEDINA VERA, INOCENCIO";;0;31;21;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454474;VARIOS;"MEDINA VERA, INOCENCIO";;0;17;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454475;VARIOS;"MEDINA VERA, INOCENCIO";;0;25;33;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454476;VARIOS;"MEDINA VERA, INOCENCIO";;0;17;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454477;VARIOS;"MEDINA VERA, INOCENCIO";;0;19;29;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454478;VARIOS;"MEDINA VERA, INOCENCIO";;0;29;24;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454479;VARIOS;"MEDINA VERA, INOCENCIO";;0;19;28;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454480;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;33;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454481;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;37;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454482;VARIOS;"MEDINA VERA, INOCENCIO";;0;32;22;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454483;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454484;VARIOS;"MEDINA VERA, INOCENCIO";;0;34;24;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454485;VARIOS;"MEDINA VERA, INOCENCIO";;0;20;30;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454486;VARIOS;"MEDINA VERA, INOCENCIO";;0;36;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454487;VARIOS;"MEDINA VERA, INOCENCIO";;0;23;33;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454488;VARIOS;"MEDINA VERA, INOCENCIO";;0;35;25;VARIAS;PINTURA;PAPEL;CARBONCILLO;;Alta patrimonial;;COMPRAVENTA;1695.39
1454489;VARIOS;"MEDINA VERA, INOCENCIO";;0;37;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454490;VARIOS;"MEDINA VERA, INOCENCIO";;0;33;23;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454491;VARIOS;"MEDINA VERA, INOCENCIO";;0;29;25;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454492;VARIOS;"MEDINA VERA, INOCENCIO";;0;17;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454493;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;32;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454494;VARIOS;"MEDINA VERA, INOCENCIO";;0;24;32;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454495;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;31;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454496;VARIOS;"MEDINA VERA, INOCENCIO";;0;38;28;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454497;VARIOS;"MEDINA VERA, INOCENCIO";;0;34;28;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454498;VARIOS;"MEDINA VERA, INOCENCIO";;0;34;26;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454499;VARIOS;"MEDINA VERA, INOCENCIO";;0;40;28;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454500;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454501;VARIOS;"MEDINA VERA, INOCENCIO";;0;23;25;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454502;VARIOS;"MEDINA VERA, INOCENCIO";;0;26;29;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454503;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;28;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454504;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;23;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454505;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;20;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454506;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454507;VARIOS;"MEDINA VERA, INOCENCIO";;0;31;27;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454508;VARIOS;"MEDINA VERA, INOCENCIO";;0;22;28;VARIAS;PINTURA;;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454509;VARIOS;"MEDINA VERA, INOCENCIO";;0;22;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454510;VARIOS;"MEDINA VERA, INOCENCIO";;0;19;26;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454511;VARIOS;"MEDINA VERA, INOCENCIO";;0;32;25;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454512;VARIOS;"MEDINA VERA, INOCENCIO";;0;26;33;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454513;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;24;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454514;VARIOS;"MEDINA VERA, INOCENCIO";;0;26;31;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454515;VARIOS;"MEDINA VERA, INOCENCIO";;0;32;25;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454516;VARIOS;"MEDINA VERA, INOCENCIO";;0;26;22;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454517;VARIOS;"MEDINA VERA, INOCENCIO";;0;31;24;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454518;VARIOS;"MEDINA VERA, INOCENCIO";;0;20;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454519;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;15;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454520;VARIOS;"MEDINA VERA, INOCENCIO";;0;14;21;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454521;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;15;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454522;VARIOS;"MEDINA VERA, INOCENCIO";;0;11;13;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454523;VARIOS;"MEDINA VERA, INOCENCIO";;0;18;18;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454524;VARIOS;"MEDINA VERA, INOCENCIO";;0;25;15;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454525;VARIOS;"MEDINA VERA, INOCENCIO";;0;14;24;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454526;VARIOS;"MEDINA VERA, INOCENCIO";;0;12;20;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454527;VARIOS;"MEDINA VERA, INOCENCIO";;0;10;24;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454528;VARIOS;"MEDINA VERA, INOCENCIO";;0;23;14;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454529;VARIOS;"MEDINA VERA, INOCENCIO";;0;19;30;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454530;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;17;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454531;VARIOS;"MEDINA VERA, INOCENCIO";;0;17;26;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454532;VARIOS;"MEDINA VERA, INOCENCIO";;0;19;27;VARIAS;PINTURA;PAPEL;CARBONCILLO;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454533;VARIOS;"MEDINA VERA, INOCENCIO";;0;26;20;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454534;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;17;VARIAS;PINTURA;PAPEL;ACUARELA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454535;VARIOS;"MEDINA VERA, INOCENCIO";;0;18;14;VARIAS;PINTURA;PAPEL;ACUARELA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454536;VARIOS;"MEDINA VERA, INOCENCIO";;0;11;28;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454537;VARIOS;"MEDINA VERA, INOCENCIO";;0;13;30;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454538;VARIOS;"MEDINA VERA, INOCENCIO";;0;19;23;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454539;VARIOS;"MEDINA VERA, INOCENCIO";;0;21;17;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454540;VARIOS;"MEDINA VERA, INOCENCIO";;0;16;354;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454541;VARIOS;"MEDINA VERA, INOCENCIO";;0;22;30;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454542;VARIOS;"MEDINA VERA, INOCENCIO";;0;17;31;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454543;VARIOS;"MEDINA VERA, INOCENCIO";;0;15;27;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454544;VARIOS;"MEDINA VERA, INOCENCIO";;0;28;39;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454545;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;20;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454546;VARIOS;"MEDINA VERA, INOCENCIO";;0;27;47;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454547;VARIOS;"MEDINA VERA, INOCENCIO";;0;36;23;VARIAS;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454548;VARIOS;"MEDINA VERA, INOCENCIO";;0;37;25;VARIAS;PINTURA;PAPEL;TINTA;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1695.39
1454549;PINTURA (DIBUJO);"MEDINA VERA, INOCENCIO";;0;35;25;;PINTURA;PAPEL;LAPIZ;COSTUMBRISMO;Alta patrimonial;;COMPRAVENTA;1694.69
1455903;Monumento dedicado a los Derechos Humanos;"GONZALEZ BELTRAN, MARIANO";;0;300;200;ARTE FIGURATIVO Y ABSTRACTO;ESCULTURA;BRONCE;BRONCE;FIGURATIVO;Baja;;CESION PROPIEDAD;0.00
1462278;VIEJAS HISTORIAS DE CASTILLA LA VIEJA;;;0;0;0;;OBRA GRAFICA;PAPEL;TINTA;SIN DEFINIR;Alta patrimonial;;COMPRAVENTA;1790.00
1469879;CUADRO;MANUEL MENARGUEZ;;0;0;0;;PINTURA;;;;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;11449.00
1474940;"DESDE EL CARMOL�, MAR MENOR";"CANOVAS SALA, FRANCISCO";14.10.2005;0;100;70;�LEO SOBRE CARTON;PINTURA;CARTON;OLEO;;Alta patrimonial;;COMPRAVENTA;4000.00
1474952;"LA DUNA, PLAYA CARMOL�, MAR MENOR";"CANOVAS SALA, FRANCISCO";;0;0;0;;PINTURA;CARTON;OLEO;;Alta patrimonial;;COMPRAVENTA;4000.00
1474956;PIE DE ALMENDRO;"CANOVAS SALA, FRANCISCO";;0;100;70;�LEO SOBRE CARTON;PINTURA;CARTON;OLEO;;Alta patrimonial;;COMPRAVENTA;5500.00
1475419;ESCULTURA BAILARINA;ANTONIO CAMPILLO PARRAGA;;0;0;0;ESCULTURA;ESCULTURA;BRONCE;BRONCE;;Alta patrimonial;;COMPRAVENTA;31320.00
1539529;COLECCION 1353 CARTELES CINE DE TODAS LAS EPOCAS;;;0;0;0;;CARTEL;;;;Alta patrimonial;;COMPRAVENTA;9471.00
1539819;VILLA ADRIANA (N� 14/100);"CANO HERNANDEZ, PEDRO";;0;50;35;AGUAFUERTE;SERIGRAFIA;;PAPEL;;Alta patrimonial;;COMPRAVENTA;5200.00
1541302;PARRAGA;"BERNAL MU�OZ, FRANCISCO MANUEL";;0;42;59;;ESCULTURA;BARRO;;RETRATO;Alta patrimonial;;COMPRAVENTA;2522.19
1545148;BAILARINA DE ANDUJAR;ANTONIO CAMPILLO PARRAGA;;57;46;41;ESCULTURA BRONCE PATINADO;ESCULTURA;;BRONCE;;Alta patrimonial;;COMPRAVENTA;6065.41
1557520;VILLA ADRIANA;"CANO HERNANDEZ, PEDRO";;50;35;10;;SERIGRAFIA;;PAPEL;;Alta patrimonial;;COMPRAVENTA;5200.00
1561966;FOTOS DE TEMATICAS FINALES S. XIX Y PPIOS. DEL XX;;;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;600.00
1561967;PLACAS VIDRIO TEMAS FINALES S. XIX Y PPIOS. DEL XX;;;0;0;0;;FOTOGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;2400.00
1562013;ULTIMAS NOCHES NAPOLITANAS DE DIEGO ALATRISTE;"MUNDET ALTIMIRA, JOAN";;0;26;37;PLUMA;DIBUJO;PAPEL;;;Alta patrimonial;;COMPRAVENTA;1500.00
1562014;DIEGO ALATRISTE DESPUES DE LA ANIQUILACION DEL TER;"MUNDET ALTIMIRA, JOAN";;0;26;37;PLUMA;DIBUJO;PAPEL;;;Alta patrimonial;;COMPRAVENTA;1500.00
1564974;CON VIENTO DE PRIMAVERA;"GONZALEZ BELTRAN, MARIANO";;120;60;80;;ESCULTURA;;BRONCE;;Cedido patrimonial;AYUNTAMIENTO DE MOLINA DE SEGURA;COMPRAVENTA;31372.83
1565306;REBA�O CON PASTORES;ANONIMO;;0;0;0;OLEO SOBRE LIENZO;PINTURA;;;;Alta patrimonial;;CONTRATO OBRAS/ASIS;18000.00
1567475;BODEGON;;;0;0;0;OLEO/LIENZO;PINTURA;LIENZO;OLEO;;Alta patrimonial;;COMPRAVENTA;2204.00
1568176;COLECCION GRABADOS EN PERIODICOS S.XIX SOBRE MURCI;;;0;0;0;;OBRA GRAFICA;;;;Alta patrimonial;;COMPRAVENTA;11540.00
1593348;COPIA DE LA SIBILA LIBICA DE MIGUEL ANGEL;"NU�EZ PRECIOSO, LUIS FELIPE";;0;162;195;;PINTURA;LIENZO;OLEO;;Alta patrimonial;;DONACION;21035.42
1595646;MACETAS Y CLAVELES;"SERNA VERDU, PEDRO";;0;36;50;;PINTURA;ACUARELA;;;Alta patrimonial;;COMPRAVENTA;3132.00
1595647;CASETA BLANCA HACIA BENEDICTO;"SERNA VERDU, PEDRO";;0;50;36;;PINTURA;ACUARELA;;;Alta patrimonial;;COMPRAVENTA;3132.00
1595648;ALBUDEITE;"JIMENEZ SILVENTE, JESUS";;0;73;54;;PINTURA;OLEO;;;Alta patrimonial;;COMPRAVENTA;2552.00
1615666;ALEGORIA A LA PAZ;"CORONADO, MANUEL";;0;0;0;OLEO DE 195CM*130CM;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;16050.00
1615667;LA FIESTA NACIONAL;"CORONADO, MANUEL";;0;0;0;OLEO DE 130CM*97CM;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;9630.00
1615681;HOMENAJE A JUAN GONZALEZ;"CAMPILLO PARRAGA, ANTONIO";;0;0;58;BRONCE PATINADO;ESCULTURA;;BRONCE;;Alta patrimonial;;COMPRAVENTA;4002.00
1615682;ESCULTURA BRONCE JUGANDO EN LA PLAYA;"CAMPILLO PARRAGA, ANTONIO";;38;102;25;BRONCE PATINADO;ESCULTURA;;BRONCE;;Alta patrimonial;;COMPRAVENTA;4002.00
1615683;HOMENAJE A MONE ESCULTURA BRONCE PATINADO;"CAMPILLO PARRAGA, ANTONIO";;63;76;26;BRONCE PATINADO;ESCULTURA;;BRONCE;;Alta patrimonial;;COMPRAVENTA;4002.00
