N�_INVENTARIO;TITULO;NOMBRE_AUTOR;FECHA_CREACION;FONDO;ANCHO;ALTO;TECNICA;TIPO;MATERIAL_BASE;MATERIAL_SECUNDARIO;TEMATICA;ESTADO_PATRIMONIAL;USUARIO;ALTA;VALOR_ADQUISICION
1001499;RESURRECCION HIPERC�BICA;"HERNANSAEZ DE DIOS, ANGEL";01.01.1974;0;130;130;;PINTURA;LIENZO;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;0.00
1001515;NAZARENOS COLORAOS;"BALLESTER NAVARRO, MARIANO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;4507.59
1001516;PROBADOR DE SOMBREROS;"BALLESTER NAVARRO, MARIANO";;0;21;31;;PINTURA;;ACUARELA;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1502.53
1001517;GEMAS;"BALLESTER NAVARRO, MARIANO";01.01.1960;0;68;57;;PINTURA;;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;4507.59
1001518;RETRATO;"GARCIA FERNANDEZ, JOAQUIN";;0;41;52;;PINTURA;;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;9015.18
1001519;PLANO DE SAN FRANCISCO;"MU�OZ BARBERAN, MANUEL";;0;73;54;;PINTURA;;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;4808.10
1001520;TORSO DE DONCEL;"GONZALEZ MORENO, JUAN";;13;22;62;;ESCULTURA;;ESCAYOLA;DESNUDO;Alta patrimonial;;COMPRAVENTA;3906.58
1001521;MODELO;"GONZALEZ MORENO, JUAN";;0;20;30;;DIBUJO;PAPEL;CARBONCILLO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;601.01
1001522;MODELO;"GONZALEZ MORENO, JUAN";;0;20;30;;DIBUJO;PAPEL;CARBONCILLO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;601.01
1001523;MUJER SENTADA;"TOLEDO TORRECILLAS, LUIS";;10;17;29;;ESCULTURA;;BRONCE;DESNUDO;Alta patrimonial;;COMPRAVENTA;1202.02
1001524;MATRONA DEL ALMUDI;"FLORES, PEDRO";;0;44;59;;PINTURA;;OLEO;ALEGORICA;Alta patrimonial;;COMPRAVENTA;18030.36
1001525;EL ENCAPADO;"LEIRO, FRANCISCO";;0;66;166;;PINTURA;MADERA;;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;34858.70
1001526;SIN TITULO;"TAPIES, ANTONI";;0;66;100;;PINTURA;;OTROS;;Alta patrimonial;;COMPRAVENTA;10806.20
1001527;CARNET DE IDENTIDAD;EQUIPO CRONICA;;0;77;112;;SERIGRAFIA;PAPEL;OTROS;COMPOSICION;Alta patrimonial;;COMPRAVENTA;4008.75
1001528;ROSAL;"LOPEZ, ANTONIO";;0;96;92;;FOTOGRAFIA;PAPEL;LAPIZ;PAISAJE;Alta patrimonial;;COMPRAVENTA;3485.87
1001529;EL ENCUENTRO;"LOPEZ HERNANDEZ, JULIO";;22;28;47;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;2091.52
1001530;LOTURA;"CHILLIDA, EDUARDO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1917.23
1001531;UNTERHOLTUNG;LIDO RICO;;0;105;185;;PINTURA;;OTROS;COMPOSICION;Alta patrimonial;;COMPRAVENTA;4690.90
1001532;SIN TITULO;"GOYENETXEA, BEGO�A";;11.5;148;83;;ESCULTURA;MADERA;;;Alta patrimonial;;COMPRAVENTA;3183.11
1001533;DIOMEDES AYUDADO POR ATENEA HIERE A MARTE;"TEJEO, RAFAEL";01.01.1846;0;2.54;1.84;;PINTURA;;OLEO;ALEGORICA;Alta patrimonial;;COMPRAVENTA;75126.51
1001534;SERIE ESCENAS ESPA�OLAS. I.;"BAROJA, RICARDO";01.01.2008;0;21.5;13.5;;PINTURA;PAPEL;GRABADO;FIGURATIVO;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;240.40
1001535;SERIE ESCENAS ESPA�OLAS. II.;"BAROJA, RICARDO";;0;21.5;13.5;;PINTURA;;;FIGURATIVO;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;240.40
1001536;SERIE ESCENAS ESPA�OLAS;"BAROJA, RICARDO";01.01.2008;0;21.5;13.5;;OBRA GRAFICA;PAPEL;TINTA;COSTUMBRISMO;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;240.40
1001537;SERIE ESCENAS ESPA�OLAS. IV.;"BAROJA, RICARDO";01.01.2008;0;21.5;13.5;;PINTURA;PAPEL;TINTA;FIGURATIVO;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;240.40
1001538;SERIE ESCENAS ESPA�OLAS. V.;"BAROJA, RICARDO";;0;39.5;29.5;;PINTURA;PAPEL;TINTA;FIGURATIVO;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;300.51
1001539;SERIE ESCENAS ESPA�OLAS. VI.;"BAROJA, RICARDO";;0;39.5;29.5;;PINTURA;PAPEL;TINTA;FIGURATIVO;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;300.51
1001540;SERIE ESCENAS ESPA�OLAS. VII.;"BAROJA, RICARDO";;0;0;0;;PINTURA;PAPEL;TINTA;FIGURATIVO;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;240.40
1001541;GOGUEN;"CASTA�O, CARMEN";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;360.61
1001542;SILLA CON TELA;"DIAZ BAUTISTA, ANTONIO";;0;0;0;;PINTURA;;;;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;180.30
1001543;BOTELLA DE LICOR;ANONIMO;;0;0;0;;OTROS;;CRISTAL;;Cedido patrimonial;AYUNTAMIENTO DE LA UNION;COMPRAVENTA;0.00
1001544;BOTELLA DE LICOR;ANONIMO;;0;0;0;;OTROS;;CRISTAL;;Alta patrimonial;;COMPRAVENTA;0.00
1001545;UNA PAREJA DE JOVENES BISCUIT;ANONIMO;;0;0;0;;OTROS;;PORCELANA;;Alta patrimonial;;COMPRAVENTA;0.00
1001546;GALERA-MACETERO;ANONIMO;;50;75;39;;OTROS;;MADERA;;Alta patrimonial;;COMPRAVENTA;0.00
1001547;AGUAMANIL DE PORCELANA INGLESA;ANONIMO;;0;0;0;;OTROS;;BARRO;;Alta patrimonial;;COMPRAVENTA;0.00
1001548;QUINQUE DE OPALINA;ANONIMO;;0;0;0;;OTROS;;CRISTAL;;Alta patrimonial;;COMPRAVENTA;0.00
1001549;"FIGURA DE PORCELANA ""VIAJE DE COLON""";ANONIMO;;0;0;0;;OTROS;;PORCELANA;;Alta patrimonial;;COMPRAVENTA;0.00
1001550;TRAJE REGIONAL HUERTANA;ANONIMO;;0;0;0;;OTROS;;TELA;;Alta patrimonial;;COMPRAVENTA;0.00
1001551;DOS CANDELABROS;ANONIMO;;20;20;65;;OTROS;;BRONCE;;Alta patrimonial;;COMPRAVENTA;0.00
1001552;RELOJ DE PARED;ANONIMO;;0;24;0;;OTROS;;PORCELANA;;Alta patrimonial;;COMPRAVENTA;0.00
1001553;FIGURA DE HUERTANOS;ANONIMO;;0;12;22;;OTROS;;BARRO;;Alta patrimonial;;COMPRAVENTA;0.00
1001554;ATALAYA;"AVELLANEDA, MANUEL";01.01.1995;0;63;54;;PINTURA;;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;4207.08
1001555;MENINA EN GRISES;"MOLINA SANCHEZ, JOSE ANTONIO";01.01.0019;0;60;81;;PINTURA;;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;9015.18
1001556;EL HUERTANO;"MOLINA SANCHEZ, JOSE ANTONIO";;0;28;59;;PINTURA;;TINTA;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;751.27
1001557;MUJER;"MOLINA SANCHEZ, JOSE ANTONIO";;0;28;59;;PINTURA;PAPEL;TINTA;RETRATO;Alta patrimonial;;COMPRAVENTA;751.27
1001558;FUSILAMIENTOS;"BONAFE, JUAN";01.01.1937;0;100;81;;PINTURA;;OLEO;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;9015.18
1001559;RETRATO DE ADELA;"BONAFE, JUAN";;0;45;66;;DIBUJO;;;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1001560;RETRATO DE ADELA;"BONAFE, JUAN";;0;35;44;;DIBUJO;;;RETRATO;Alta patrimonial;;COMPRAVENTA;2103.54
1001561;RETRATO DE SE�ORA DE NICOLAS;JULIO ANTONIO;;0;28.8;28;;DIBUJO;;ACUARELA;RETRATO;Alta patrimonial;;COMPRAVENTA;1502.53
1001562;DA;"GOMEZ CANO, ANTONIO";;0;70.5;50;;PINTURA;;OLEO;RETRATO;Alta patrimonial;;COMPRAVENTA;6010.12
1001563;PAISAJE DE BILBAO;"GOMEZ CANO, ANTONIO";;0;34;59;;PINTURA;;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;6010.12
1001564;LIBROS Y CERAMICA;"GOMEZ CANO, ANTONIO";01.01.1960;0;81;61;;PINTURA;;OLEO;INTERIOR;Alta patrimonial;;COMPRAVENTA;6010.12
1001565;PAISAJE DEL RIO;VICTORIO NICOLAS;;0;60;45;;PINTURA;;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;3005.06
1001566;OCHO DE ESPADAS;"BELZUNCE, MANOLO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001567;NUEVE DE ESPADAS.;"CACHO, JOSE LUIS";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001568;DIEZ DE ESPADAS;"MARTINEZ MENGUAL, ANTONIO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001569;ONCE DE ESPADAS;"SAURA SERNA, FRANCISCO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001570;DOCE DE ESPADAS;"AZPARREN, J.";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001571;AS DE BASTOS;"MOLINA SANCHEZ, JOSE ANTONIO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001572;DOS DE BASTOS;"BARNUEVO, MANUEL";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001573;TRES DE BASTOS;"JIMENEZ, ANTONIO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001574;CUATRO DE BASTOS;"HARO, ANGEL";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001575;CINCO DE BASTOS;"ALONSO LUZZY, RAMON";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001576;SEIS DE BASTOS;"CAMPUZANO MORENO, ESTEBAN";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001577;SIETE DE BASTOS;"CANOVAS SALA, FRANCISCO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001578;OCHO DE BASTOS;"LINARES, ESTEBAN";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001579;NUEVE DE BASTOS;"VIVO, PACO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001580;DIEZ DE BASTOS;"DELGADO, MANUEL";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001581;ONCE DE BATOS;"CONESA, PACO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001582;DOCE DE BASTOS;"GARCIA OLIVARES, ADELA";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001583;COMODIN;"PINA NORTES, �NGEL";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001584;COMODIN;"BALLESTER, ANTONIO";;0;30;40;;ESCULTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001585;MAS ALLA DEL MAR;"ANDREU MAURANDI, DOLORES";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;10818.22
1001586;CARTEL CAMPA�A ANIMACION A LA LECTURA;"SERNA VERDU, PEDRO";;0;0;0;;DIBUJO;;;;Alta patrimonial;;COMPRAVENTA;707.07
1001587;TEXTURAS VEGETALES;"SALAS, PILAR";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;300.51
1001588;EIROS(LIMONES);"SALAS, PILAR";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;240.40
1001589;ALMENDRO;"BOVET, MATEO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;240.40
1001590;ALCARRE�A Y NARANJOS;"BORONAT, M.";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;180.30
1001591;VENTANA ANDALUZA;"MERCADO, JUAN DE DIOS";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;240.40
1001592;SEIS DE OROS;"NIETO, ENRIQUE";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001593;SIETE DE OROS;"STILES, PAUL";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001594;OCHO DE OROS;"HERNANDEZ COP, FRANCISCO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001595;NUEVE DE OROS;"�IGUEZ, FRANCISCO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001596;DIEZ DE OROS;"GONZALEZ ALBERDI, MERCEDES";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001597;ONCE DE OROS;"PARRAGA, JOSE MARIA";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001598;DOCE DE OROS;"CHARRIS, ANGEL MATEO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001599;AS DE COPAS;"GAYA, RAMON";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001600;COPAS BARAJA MURCIANA - EXPOSICION U..;VARIOS;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1202.02
1001601;TRES DE COPAS;"MORALES, SOFIA";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001602;CUATRO DE COPAS;"CATARINEU, DORA";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001603;CINCO DE COPAS;"FALGAS RIGAL, JOSE MARIA";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001604;SEIS DE COPAS;"TRENADO, CARMELO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001605;SIETE DE COPAS;"HERNANSAEZ DE DIOS, ANGEL";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001606;OCHO DE COPAS;"CEREZO MONTILLA, FRANCISCO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001607;NUEVE DE OCPAS;"GARCIA, IGNACIO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001608;DIEZ DE COPAS;"MU�OZ BARBERAN, MANUEL";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001609;ONCE DE COPAS;"GARCIA SILVA, FRANCISCO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001610;DOCE DE COPAS;"SAEZ, ASENSIO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001611;AS DE ESPADAS;"CANO HERNANDEZ, PEDRO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001612;DOS DE ESPADAS;BERNAL AGUIRRE;;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001613;TRES DE ESPADAS;"MONEREO, CHELETE";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001614;CUATRO DE ESPADAS;"CASCAJOSA ARROYO, ENRIQUE";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001615;CINCO DE ESPADAS;"RUIZ, VICENTE";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001616;SEIS DE ESPADAS;EMILIO PASCUAL;;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001617;SIETE DE ESPADAS;"SEGURA, JUANA";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001618;LA ORZA;"BARNUEVO, MANUEL";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;300.51
1001619;ARROPE Y FLORES;EMILIO PASCUAL;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;300.51
1001620;LAS DOS ORZAS;"MARTINEZ MENGUAL, ANTONIO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;300.51
1001621;MONUMENTO A LA CAPA;"TOLEDO TORRECILLAS, LUIS";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;13823.28
1001622;OBRAS EN EL CENAJO;"GOMEZ CANO, ANTONIO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;8113.66
1001623;SIN TITULO;"MONTERO FENOLLOS, LUISA";;0;0;0;;ESCULTURA;;;;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1001624;HOMENAJE A PALLADIO;"PORRAS LOBO, LUISA";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;1652.78
1001625;MOMENTO;"CEBALLOS, TOMY";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;2103.54
1001626;DAFNE;"CARBONELL TATAY, AMPARO";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;3005.06
1001627;"VENUS BELLUM, VENUS BELLUM";"MONTALBAN ROMERO, ROSARIO";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;1923.24
1001628;SIN TITULO;"PONTE PUCHE, JOSE";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;2704.55
1001629;TRAMPA;VICENTE LOPEZ JOSE MARIA;;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;1442.43
1001631;TIEMPO TRAS EL TIEMPO;"HARO, ANGEL";01.01.1994;165;130;157;;ESCULTURA;TELA;MADERA;COMPOSICION;Alta patrimonial;;COMPRAVENTA;2704.55
1001632;MOVIL S/T;"CANSECO LAVADO, MIGUEL";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;901.52
1001633;"PARA MURCIA I, II, III.";ULI SCHWANDWER;01.01.1994;61;100;200;;ESCULTURA;HIERRO;MARMOL;COMPOSICION;Alta patrimonial;;COMPRAVENTA;2103.54
1001634;POR W. LAIB'94;"NOGUERO RICOL, JOSE";;0;0;0;;ESCULTURA;;;;Adscrito patrimonial;SERVICIO REGIONAL DE EMPLEO Y FORMA;COMPRAVENTA;2404.05
1001635;CERCA DE PORTMAN;"NIETO, ENRIQUE";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;2554.30
1001636;EL MARTIRIO DE SAN MIGUEL;LIDO RICO;;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;19837.99
1001637;REPLICA DEL AUTOGIRO DE LA CIERVA;PABLO SACRISTAN FELIX LUENGO;01.01.1992;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;26593.46
1001638;CABALLO;"GARCIA ARROYO, MARIA A.";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;10886.88
1001639;AS DE OROS;"PEREZ MARTINEZ, AURELIO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001640;DOS DE OROS.;"SERNA VERDU, PEDRO";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001641;TRES DE OROS.;"AVELLANEDA, MANUEL";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001642;CUATRO DE OROS;"GARZA,RAMON";;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001643;CINCO DE OROS;LIDO RICO;;0;30;40;;PINTURA;;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1202.02
1001644;SUE�O ESTANDO DESPIERTA;"SASTRE, ADELA";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1352.28
1001645;JOSEF BEUYS EN LA MALVARROSA;"CHARRIS, ANGEL MATEO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;2764.66
1001647;ESPEJO ALFONSINO;ANONIMO;;0;0;0;;OTROS;MADERA;CRISTAL;;Alta patrimonial;;COMPRAVENTA;300.51
1001648;ENTIERRO DE LA SARDINA (3);"GARRIGOS MESEGUER, ALFONSO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;300.51
1001649;ENTIERRO DE LA SARDINA (4);"GARRIGOS MESEGUER, ALFONSO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;300.51
1001650;CALLE;"PASTOR, J.";01.01.1991;0;24;35;;PINTURA;;;PAISAJE;Alta patrimonial;;COMPRAVENTA;0.00
1001651;PAISAJE URBANO;"PASTOR, J.";01.01.1991;0;24;35;;PINTURA;;;PAISAJE;Alta patrimonial;;COMPRAVENTA;0.00
1001652;CABEZA DE MADERA;"TOLEDO, PEDRO";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;1202.02
1001653;PAISAJE;"AVELLANEDA, MANUEL";;0;28.5;20;;PINTURA;PAPEL;ACUARELA;PAISAJE;Alta patrimonial;;COMPRAVENTA;601.01
1001654;SIN TITUTLO;DESCONOCIDO;01.01.1982;0;64;80.5;;PINTURA;LIENZO;OLEO;PAISAJE;Alta patrimonial;;COMPRAVENTA;0.00
1001655;MEDITERRANEO;BERNAL AGUIRRE;;0;0;0;;PINTURA;;;;Adscrito patrimonial;SERVICIO REGIONAL DE EMPLEO Y FORMA;COMPRAVENTA;751.27
1001656;NOCHE DE VERANO;"CHARRIS, ANGEL MATEO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1202.02
1001657;6 MAGNIFICOS TOROS;"GARZA,RAMON";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;0.00
1001658;TOTEM 3/30;"HARO, ANGEL";;0;111;228;;SERIGRAFIA;PAPEL;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;1051.77
1001659;SORPRENDETEMENTE INEDITO;J. LUIS PE�A;;0;0;0;;PINTURA;LIENZO;ACRILICO;SIN DEFINIR;Alta patrimonial;;COMPRAVENTA;0.00
1001660;CON SUMA ARTE;VARIOS;;0;0;0;;OBRA GRAFICA;PAPEL;;COMPOSICION;Alta patrimonial;;COMPRAVENTA;0.00
1001661;SIN TITULO;"BALLESTER, ANTONIO";;0;0;0;;OBRA GRAFICA;;;FIGURATIVO;Alta patrimonial;;COMPRAVENTA;1352.28
1001662;SIN TITULO;"LUCAS, PEPE";;0;0;0;;SERIGRAFIA;PAPEL;;SIN DEFINIR;Alta patrimonial;;COMPRAVENTA;180.30
1001663;SIN TITULO;"HARO, ANGEL";;0;0;0;;SERIGRAFIA;PAPEL;;SIN DEFINIR;Alta patrimonial;;COMPRAVENTA;1352.28
1001664;SIN TITULO;WILLI RAMOS;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;751.27
1001665;SIN TITULO;DESCONOCIDO;;0;0;0;;SERIGRAFIA;PAPEL;OTROS;COMPOSICION;Alta patrimonial;;COMPRAVENTA;0.00
1001666;BA�ISTA;MARTINEZ LAX;;0;0;0;;SERIGRAFIA;;;;Alta patrimonial;;COMPRAVENTA;120.20
1001667;PAISAJE INVERNAL;ANONIMO;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;0.00
1001668;FLORES Y ORZA;BERNAL AGUIRRE;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;300.51
1001669;COLLAGE;BERNAL AGUIRRE;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;300.51
1001672;ESPIRAL N� 7;"MARTINEZ TORRES, ANTONIO";;6;22.5;38;;ESCULTURA;MADERA;HIERRO;;Alta patrimonial;;COMPRAVENTA;751.27
1001673;PUERTO DE MAHON;"CARRERAS CAPO, ANDA DEL CARMEN";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;420.71
1001674;FRIEDERICH Y MARGRITTE SE CITAN EN VANO;"CHARRIS, ANGEL MATEO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;2103.54
1001675;SIN TITULO;"SCOTT, REBECA";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;4082.37
1001676;HABITACION DE HOTEL;"CARRASCOSAS, JOSE LUIS";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1884.17
1001677;EL MOZO'S PA';MAYA CORTES;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;6010.12
1001678;SIN TITULO;"PALMERO, LUIS";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;811.37
1001679;BOURGEOIS;"BAEZ, JOSE MARIA";;0;0;0;;PINTURA;;;;Adscrito patrimonial;SERVICIO MURCIANO DE SALUD;COMPRAVENTA;0.00
1001680;GRUA;"VIVO SANCHEZ, MIGUEL";01.01.1993;0;100;43;;PINTURA;TABLERO AGLOMERADO/CONTRACHAP.;TECNICA MIXTA;;Alta patrimonial;;COMPRAVENTA;721.21
1001681;PANTALLA;;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;4507.59
1001682;VACACIONES EN EL LAGO TECNOLOGY;J�ELMESTRE FROISSARD;;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1803.04
1001683;GOTAS;"PALAU RICART, FERNANDO";;0;0;0;;ESCULTURA;;;;Alta patrimonial;;COMPRAVENTA;601.01
1001684;LA VIDA;"PALAU RICART, FERNANDO";;0;0;0;;ESCULTURA;;OTROS;;Alta patrimonial;;COMPRAVENTA;601.01
1001685;VILLA MEDICIS;"SICRE MAQUEDA, GONZALO";;0;0;0;;PINTURA;;;;Alta patrimonial;;COMPRAVENTA;1502.53
